source_column,harmonized_name,label,description,section,dtype,n_tax_years,years_present,first_year,last_year,scope_observed
LBEBOYYr,lbeboyyr,"Year of Land, Building and Equipment - beginning o","Year of Estimated Land, Building and Equipment - beginning of year",Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES
LEGEXP,legexp,Legislative Expenses,"Total expenses paid or incurred in connection with the lobbying activities Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part III, Line 1 New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Numeric,22,1989-2010,1989,2010,501C3-CHARITIES|501CE-NONPROFIT
LEVEL1,level1,Public charity or priv. fndn?,Public charity or private foundation?,Other Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
LEVEL1old20090616,"",,,,,19,1989-2007,1989,2007,501C3-CHARITIES|501CE-NONPROFIT
LEVEL2,level2,Reporting public charity group,Reporting public charity groups.,Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
LEVEL2old20090616,"",,,,,19,1989-2007,1989,2007,501C3-CHARITIES|501CE-NONPROFIT
LEVEL3,level3,Major NTEE category,Major NTEE category,Other Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
LEVEL3old20090616,"",,,,,19,1989-2007,1989,2007,501C3-CHARITIES|501CE-NONPROFIT
LEVEL4,level4,NTEE-CC Major Group,NTEE-CC Major Group,Other Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
LEVEL4old20090616,"",,,,,19,1989-2007,1989,2007,501C3-CHARITIES|501CE-NONPROFIT
LIAB_BOY,liab_boy,Total Liabilities - BOY,"Total liabilities at beginning of year Old 990 (DocCD=90): Part IV, Line 66, Col (A) New 990 (DocCD=93): Part X Line 26 (A) 990EZ (DocCD=09 and 92): Part II, Line 26, Col (A)",Balance Sheet,Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
LIAB_EOY,liab_eoy,Total Liabilities - EOY,"Total liabilities at end of year Old 990 (DocCD=90): Part IV, Line 66, Col (B) New 990 (DocCD=93): Part X Line 26 (B) 990EZ (DocCD=09 and 92): Part II, Line 26, Col (B)",Balance Sheet,Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
LOBNOTAX,lobnotax,Lobbying Nontaxable Amt,"Lobbying nontaxable amount Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part VI-A, Line 41, Col (b) New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT
LOBOTH,loboth,Other Exempt Expenses,"Other exempt purpose expenditures Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part VI-A, Line 39, Col (b) New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT
LONGITUDE,longitude,Longitude,Longitude,Miscellaneous,Numeric,4,"2006-2007, 2010-2011",2006,2011,501C3-CHARITIES|501CE-NONPROFIT
LRC,"",,,,,11,"1997-2002, 2004, 2007-2010",1997,2010,501C3-CHARITIES|501CE-NONPROFIT
MAJGRPB,majgrpb,Major NTEE group,Major NTEE group plus hospitals and higher education,Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
MANUAL,"",,,,,4,1989-1992,1989,1992,501C3-CHARITIES
MRTG_BOY,mrtg_boy,Mortgages and Notes Payable - BOY,"Mortgages and other notes payable at beginning of year Old 990 (DocCD=90): Part IV, Line 64b, Col (A) New 990 (DocCD=93) and 990EZ (DocCD=09 and 92): Not available",Balance Sheet,Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT
MRTG_EOY,mrtg_eoy,Mortgages and Notes Payable - EOY,"Mortgages and other notes payable at end of year Old 990 (DocCD=90): Part IV, Line 64b, Col (B) New 990 (DocCD=93): Part X Line 23 (B) 990EZ (DocCD=09 and 92): Not Available",Balance Sheet,Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
MSA,msa,Metropolitan Statistical Area,Metropolitan Statistical Area (NCCS file) ( list ),Basic Info,Character,7,1999-2005,1999,2005,501C3-CHARITIES
MSA_NECH,msa_nech,Metropolitan Statistical Area,Metropolitan Statistical Area (NCCS file) ( list ),Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
NAICS,naics,NAICS Code,North American Industrial Classification System,Other Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
NAME,name,Name of organization,Organization name.,Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
NCCSKEY,nccskey,Unique key: ein + return date,Unique key: ein + return date,Basic Info,Character,12,2000-2011,2000,2011,501C3-CHARITIES|501CE-NONPROFIT
NCCSKEY2,nccskey2,Unique key: ein + fiscal year,Unique key: ein + fiscal year,Internal Processing,Character,16,1996-2011,1996,2011,501C3-CHARITIES|501CE-NONPROFIT
NEGINC,"",,,,,3,1997-1999,1997,1999,501CE-NONPROFIT
NETA_BOY,neta_boy,Net Assets - BOY,"Net assets or fund balances at beginning of year Old 990 (DocCD=90): Part IV, Line 73, Col (A) New 990 (DocCD=93): Part X line 33 (A) 990EZ (DocCD=09 and 92): Part II, Line 27, Col (A)",Balance Sheet,Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT
NETINC,netinc,Net Income/Deficit,"Net income (loss) for the year Old 990 (DocCD=90): Part I, Line 18 New 990 (DocCD=93): Part I Line 19 (Current Year) 990EZ (DocCD=09 and 92): Part I, Line 18","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT
NETRENT,netrent,Net Rental Income,"Net rental income Old 990 (DocCD=90): Part I, Line 6c New 990 (DocCD=93): Part VIII Line 6d (A) 990EZ (DocCD=09 and 92): Not Available","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT
NTEE,"",,,,,17,1989-2005,1989,2005,501C3-CHARITIES|501CE-NONPROFIT
NTEE1,ntee1,NTEE major group,NTEE major group (A-Z),Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
NTEE2,"",,,,,16,"1989-1998, 2000-2005",1989,2005,501C3-CHARITIES
NTEE4,ntee4,Revised NTEE 4 Classification,Four-digit NTEE code.,Other Classification,Character,8,1989-1996,1989,1996,501C3-CHARITIES
NTEECC,nteecc,NTEECC primary purpose,NTEECC classification,Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
NTEEIRS,nteeirs,NTEE assigned by IRS,NTEE code assigned by IRS (includes NTEE-CC & XP codes),Other Classification,Character,8,"1997-1998, 2006-2011",1997,2011,501C3-CHARITIES|501CE-NONPROFIT
NTEESRC,"",,,,,22,"1989-2005, 2007-2011",1989,2011,501C3-CHARITIES|501CE-NONPROFIT
NetLandCode,netlandcode,Code for Net Land Building and Equipment,Code for Estimated Net Land Building and Equipment,Supplemental fields (Authorized Users Only),Character,13,1998-2010,1998,2010,501C3-CHARITIES
NetLandEstimate,netlandestimate,Net Land Building and Equipment,Estimated Net Land Building and Equipment,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES
NetLandYr,netlandyr,Year of Net Land Building and Equipment,Year of Estimated Net Land Building and Equipment,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES
Ntee2007a,ntee2007a,NTEE-CC 2007,"NTEE-CC (2007 draft, v.1)",Miscellaneous,Character,17,1989-2005,1989,2005,501C3-CHARITIES|501CE-NONPROFIT
Ntee42007a,"",,,,,11,1995-2005,1995,2005,501C3-CHARITIES
NteeCC4d,nteecc4d,NTEE-CC 4th and 5th Digits,NTEE-CC code 4th & 5th characters used for supporting organizations,Other Classification,Character,18,1989-2006,1989,2006,501C3-CHARITIES|501CE-NONPROFIT
NteeDraft,nteedraft,NTEECC draft,Draft NTEE-CC code,Miscellaneous,Character,15,"1989-1998, 2000-2004",1989,2004,501C3-CHARITIES|501CE-NONPROFIT
NteeOldA,"",,,,,16,1989-2004,1989,2004,501C3-CHARITIES|501CE-NONPROFIT
NumEmpCode,numempcode,Code for Number of employees,Code for Estimated number of employees,Supplemental fields (Authorized Users Only),Character,3,2008-2010,2008,2010,501C3-CHARITIES|501CE-NONPROFIT
NumEmpEstimate,numempestimate,Number of employees,Estimated number of employees,Supplemental fields (Authorized Users Only),Numeric,3,2008-2010,2008,2010,501C3-CHARITIES|501CE-NONPROFIT
NumEmpYr,numempyr,Year of Number of employees,Year of Estimated number of employees,Supplemental fields (Authorized Users Only),Character,3,2008-2010,2008,2010,501C3-CHARITIES|501CE-NONPROFIT
OLDNTEE,"",,,,,6,1989-1994,1989,1994,501C3-CHARITIES
ORGCD,orgcd,"Corporation, trust, assoc,etc.","Organization code: corporation, trust, association, etc.",Other Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
OTHCHGS,othchgs,Other Changes in Net Assets,"Other changes in net assets or fund balances Old 990 (DocCD=90): Part I, Line 20 Old 990EZ (DocCD=09): Part I, Line 20 New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT
OTHINC,othinc,Other Income,"Other income Old 990 (DocCD=90): Part I, Line 11 New 990 (DocCD=93): Part VIII Line 11e (A) 990EZ (DocCD=09 and 92): Part I, Line 8","Revenues, Expenses, and Change in Net Assets",Numeric,22,"1989, 1991-2011",1989,2011,501C3-CHARITIES|501CE-NONPROFIT
OTHINC4,othinc4,Total Support,"Total support - sum of lines 15 through 22 Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part IV-A, Line 23, Col (e) New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT
OTHINVST,othinvst,Other Investment Income,"Other investment income Old 990 (DocCD=90): Part I, Line 7 Old 990EZ (DocCD=09): Part I, Line 4 New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available","Revenues, Expenses, and Change in Net Assets",Numeric,14,1997-2010,1997,2010,501C3-CHARITIES|501CE-NONPROFIT
OTHSAL,othsal,Other Salaries,"Other salaries and wages of employees Old 990 (DocCD=90): Part II, Line 26, Col (A) New 990 (DocCD=93): Part IX Line 7 (A) 990EZ (DocCD=09 and 92): Not Available","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT
OUTNCCS,outnccs,Out of Scope flag,Out-of-scope (IN/OUT) (see OUTREAS doc. for details),Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
OUTNCCSold20090616,"",,,,,19,1989-2007,1989,2007,501C3-CHARITIES|501CE-NONPROFIT
OUTREAS,outreas,Reason why out of scope,Reason why out of scope,Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
OUTREASold20090616,"",,,,,19,1989-2007,1989,2007,501C3-CHARITIES|501CE-NONPROFIT
OthAsstCode,othasstcode,Code for Other assets,Code for Estimated Other assets,Supplemental fields (Authorized Users Only),Character,13,1998-2010,1998,2010,501C3-CHARITIES
OthAsstEstimate,othasstestimate,Other assets,Estimated Other assets,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES
OthAsstYr,othasstyr,Year of Other assets,Year of Estimated Other assets,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES
P1CHGAS,p1chgas,Other changes in net assets or fund balances,Other changes in net assets or fund balances,"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
P1DUES,p1dues,Dues & assessments,"Membership dues and assessments, line 3. (Includes only portion of dues for which member directly benefits. """"Dues"""" to public charities are often more accurately reported as Contributions.)","Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P1FREXP,p1frexp,Fund-raising expenses,Fund-raising expenses,"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P1INVNTC,p1invntc,"Inventory, cost of goods sold","Inventory, cost of goods sold","Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P1INVNTG,p1invntg,"Inventory, gross sales","Inventory, gross sales","Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
P1INVNTN,p1invntn,"Inventory, gross profit (net)","Inventory, gross profit (net)","Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P1INVST,p1invst,Total invest. inc. (990 lines 4+5+7 OR EZ line 4),Total invest. inc. (990 lines 4+5+7 OR EZ line 4),"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P1NASEOY,p1naseoy,Net assets or fund balance-end of year,Net assets or fund balance-end of year,"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P1NETINC,p1netinc,"Net income (""""excess (or deficit) for the year"""")","Net income (""""excess (or deficit) for the year"""")","Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
P1OTHC,p1othc,Cost or other basis (other),Cost or other basis (other),"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
P1OTHG,p1othg,Gross amount from sale of assets (other),Gross amount from sale of assets (other),"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
P1OTHN,p1othn,"Net gain (loss) from sale of """"other"""" assets other","Net gain (loss) from sale of """"other"""" assets other than inventory","Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
P1OTHREV,p1othrev,Other revenue,Other revenue,"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,9,1991-1999,1991,1999,501CE-NONPROFIT
P1PSREV,p1psrev,Program service revenue,Program service revenue,"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,9,1991-1999,1991,1999,501CE-NONPROFIT
P1RENTE,p1rente,Rental expenses,Rental expenses,"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,9,1991-1999,1991,1999,501CE-NONPROFIT
P1RENTN,p1rentn,Net rental income,Net rental income,"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
P1SALES,p1sales,Sales & receipts,"Sales and receipts, Gross Receipts minus (lines 1d +3)",Part II:  Statement of Functional Expenses,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P1SECURC,p1securc,Cost or other basis (securities),Cost or other basis (securities),"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P1SECURG,p1securg,Gross amount from sale of assets (securities),Gross amount from sale of assets (securities),"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P1SECURN,p1securn,Gain (loss) from sale of securities,Gain (loss) from sale of securities,"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
P1SPEVC,p1spevc,Special events - portion of gross reported in line,"Special events - portion of gross reported in line 1a, contributions, & not reported in line 9","Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Character,3,1997-1999,1997,1999,501CE-NONPROFIT
P1SPEVE,p1speve,"Special events, direct expenses","Special events, direct expenses","Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,9,1991-1999,1991,1999,501CE-NONPROFIT
P1SPEVN,p1spevn,"Special events, net income","Special events, net income","Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,9,1991-1999,1991,1999,501CE-NONPROFIT
P1TCONT,p1tcont,Total contributions,Total contributions,"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P1TOTEXP,p1totexp,Total expenses,Total expenses,"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P1TOTREV,p1totrev,Tot.Rev.,Total revenue,"Part I:  Revenue, Expenses, and Changes in Net Assets or Fund Balances",Numeric,7,1993-1999,1993,1999,501CE-NONPROFIT
P2TCOMP,p2tcomp,Compensation of officers-col. A (total),Compensation of officers-col. A (total),Part II:  Statement of Functional Expenses,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P2TFRFEE,p2tfrfee,Professional fundraising fees-total (col.A),Professional fundraising fees-total (col.A),Part II:  Statement of Functional Expenses,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P2TPYTAX,p2tpytax,Payroll taxes-col. A (total),Payroll taxes-col. A (total),Part II:  Statement of Functional Expenses,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
P2TWAGES,p2twages,Other salaries & wages-col. A (total),Other salaries & wages-col. A (total),Part II:  Statement of Functional Expenses,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
P4B_ASST,p4b_asst,Total assets- beg. of year,Total assets- beg. of year,Part IV:  Balance Sheets,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P4B_BOND,p4b_bond,Tax-exempt bond liabilities- beg. of year,Tax-exempt bond liabilities- beg. of year,Part IV:  Balance Sheets,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
P4B_LIAB,p4b_liab,Total liabilities- beg. of year,Total liabilities- beg. of year,Part IV:  Balance Sheets,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P4B_MORT,p4b_mort,Mortgages & other notes payable- beg. of year,Mortgages & other notes payable- beg. of year,Part IV:  Balance Sheets,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
P4E_ASST,p4e_asst,Total assets- end of year,Total assets- end of year,Part IV:  Balance Sheets,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P4E_BOND,p4e_bond,Tax-exempt bond liabilities- end of year,Tax-exempt bond liabilities- end of year,Part IV:  Balance Sheets,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
P4E_LIAB,p4e_liab,Total liabilities- end of year,Total liabilities- end of year,Part IV:  Balance Sheets,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P4E_MORT,p4e_mort,Mortgages & other notes payable- end of year,Mortgages & other notes payable- end of year,Part IV:  Balance Sheets,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
P4E_RET1,"",,,,,3,1997-1999,1997,1999,501CE-NONPROFIT
P4E_RETN,p4e_retn,"Retained earns, endowmts, accum. Income- end of ye","Retained earns, endowmts, accum. Income- end of year",Part IV:  Balance Sheets,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P6INIFEE,p6inifee,"Initiation fees (86a), c7 orgs","Initiation fees, line 86a, only for 501(c)(7) organizations",Part VI: Other Information,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P6MEMINC,p6meminc,"Gross income, members (c)(12)s","Gross income - members, line 87a, only for 501(c)(12) organizations",Part VI: Other Information,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P6OTHINC,p6othinc,"Gross income, other, (c)(12)s","Gross income - other sources, line 87b, only for 501(c)(12) organizations",Part VI: Other Information,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P6POLEXP,p6polexp,Political Exp.,Political expenditures,Part VI: Other Information,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P6PUBINC,p6pubinc,"Gross income, gen.public, c7s","Gross income - general public, line 86b, only for 501(c)(7) organizations",Part VI: Other Information,Numeric,11,1989-1999,1989,1999,501CE-NONPROFIT
P6UNRELB,p6unrelb,"Unrel. Bus. Gross Income >$1,000 in Yr?","Unrelated business gross income >$1,000 in yr?",Part VI: Other Information,Character,11,1989-1999,1989,1999,501CE-NONPROFIT
P7DIVRIN,p7divrin,Dividends- Col. E (rel't/ex Inc),Dividends & interest from securities-col. E (related or exempt function income),Part II:  Statement of Functional Expenses,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
P7ESTRIN,p7estrin,Rental exp. (97(d)),"Rental expenses, line 97(d)",Part II:  Statement of Functional Expenses,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
P7INTXAT,p7intxat,Interest-col.D,"Interest on savings & temp cash invstmt-col. D (excl by s.512,513 or 514, amount)",Part II:  Statement of Functional Expenses,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
P7INVRIN,p7invrin,Other invest. income (99(d)),"Other investment income, line 99(d)",Part II:  Statement of Functional Expenses,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT
PAYTAX,paytax,Payroll Taxes,"Payroll taxes Old 990 (DocCD=90): Part II, Line 29, Col (A) New 990 (DocCD=93): Part IX Line 10 (A) 990EZ (DocCD=09 and 92): Not Available","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT
PMSA,pmsa,Primary MSA,Primary Metropolitan Statistical Area - the component areas that comprise a CMSA (76 PMSAs as of 1995). ( list ),Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
POLPURP,polpurp,Political Expenditures,"Direct and indirect political expenditures Old 990 (DocCD=90): Part VI, Line 81a Old 990EZ (DocCD=09): Part V, Line 37a New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Other Information,Numeric,22,1989-2010,1989,2010,501C3-CHARITIES|501CE-NONPROFIT
POPCD,"",,,,,14,"1991, 1994, 1996-2002, 2004, 2007-2010",1991,2010,501C3-CHARITIES|501CE-NONPROFIT
POPCODE,"",,,,,5,"1989-1990, 1992-1993, 1995",1989,1995,501CE-NONPROFIT
PRFNDNCD,"",,,,,3,1997-1999,1997,1999,501CE-NONPROFIT
PROGREV,progrev,Program Service Revenue,"Program service revenue Old 990 (DocCD=90): Part I, Line 2 New 990 (DocCD=93): Part VIII Line 2g (A) - includes amounts reported as DUES in Part I, Line 3 of Form 990 prior to 2008 990EZ (DocCD=09 and 92): Part I, Line 2 IMPORTANT NOTE: Amounts reported as DUES in Part I, Line 3 of Form 990 prior to tax year 2008 are reported as Program Service Revenue in Part VIII, Line 2g (PROGREV) of Form 990 beginning in tax year 2008. For this reason, DUES is not available in Core PC and CO files circa 2011 and newer. For this reason, the following adjustment will be necessary for comparison of PROGREV and DUES revenue components in Core files prior to 2011: [PROGREV+DUES in Core files prior to 2011] = [PROGREV in Core files 2011 and later]. Due to Form 990 revisions in tax year 2008: NCCS strongly recommends combining DUES and PROGREV revenue components for all analysis involving Core files containing both Old 990 (DocCD=90) and New 990 (DocCD=93) return data (Core files 2008-2010), and for all time-series analysis spanning Core file years 2008 and newer.","Revenues, Expenses, and Change in Net Assets",Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
PayAfflCode,payafflcode,Code for Payments to affiliates,Code for Estimated Payments to affiliates,Supplemental fields (Authorized Users Only),Character,13,1998-2010,1998,2010,501C3-CHARITIES
PayAfflEstimate,payafflestimate,Payments to affiliates,Estimated Payments to affiliates,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES
PayAfflYr,payafflyr,Year of Payments to affiliates,Year of Estimated Payments to affiliates,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES
PermRnaCode,permrnacode,Code for Permanently restricted net assets,Code for Estimated Permanently restricted net assets,Supplemental fields (Authorized Users Only),Character,13,1998-2010,1998,2010,501C3-CHARITIES
PermRnaEstimate,permrnaestimate,Permanently restricted net assets,Estimated Permanently restricted net assets,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES
PermRnaYr,permrnayr,Year of Permanently restricted net assets,Year of Estimated Permanently restricted net assets,Supplemental fields (Authorized Users Only),Numeric,13,1998-2010,1998,2010,501C3-CHARITIES
ProgExpCode,progexpcode,"","Program Services Expenses Code(Identifies which file the estimate was taken from SOI, Core, etc.)",Supplemental fields (Authorized Users Only),Character,4,2007-2010,2007,2010,501C3-CHARITIES
ProgExpEstimate,progexpestimate,"",Program Services Estimate,Supplemental fields (Authorized Users Only),Numeric,4,2007-2010,2007,2010,501C3-CHARITIES
ProgExpYr,progexpyr,"",Program Services Estimate Year (Identifies the Fiscal Year from which the estimate was taken),Supplemental fields (Authorized Users Only),Numeric,4,2007-2010,2007,2010,501C3-CHARITIES
Q78A,q78a,UBI Indicator,"Unrelated business gross income (UBI) of $1,000 or more during the year Old 990 (DocCD=90): Part VI, Question 78a New 990 (DocCD=93): Part V Line 3a 990EZ (DocCD=09 and 92): Part V, Question 35a",Other Information,Character,12,2000-2011,2000,2011,501C3-CHARITIES|501CE-NONPROFIT
RASCD,"",,,,,22,1989-2010,1989,2010,501C3-CHARITIES|501CE-NONPROFIT
REASON,reason,Non-Private Foundation Reason Code,"Reason for non-private foundation status Old 990 (DocCD=90) and Old 990EZ (DocCD=09): Sch A, Part IV, Left Margin New 990 (DocCD=93) and New 990EZ (DocCD=92): Not available",Schedule A,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
RECCODE,"",,,,,11,"1997-2002, 2004, 2007-2010",1997,2010,501C3-CHARITIES|501CE-NONPROFIT
RENTEXP,rentexp,Rental Expenses,"Rental expenses Old 990 (DocCD=90): Part I, Line 6b New 990 (DocCD=93): Sum of Part VIII Lines 6b(i) and 6b(ii) 990EZ (DocCD=09 and 92): Not Available","Revenues, Expenses, and Change in Net Assets",Numeric,22,"1989, 1991-2011",1989,2011,501C3-CHARITIES|501CE-NONPROFIT
RENTINC,rentinc,Gross Rents,"Gross rents Old 990 (DocCD=90): Part I, Line 6a New 990 (DocCD=93): Sum of Part VIII Line 6a (i) and 6a (ii) 990EZ (DocCD=09 and 92): Not Available","Revenues, Expenses, and Change in Net Assets",Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT
RESERVED,"",,,,,11,"1997-2002, 2004, 2007-2010",1997,2010,501C3-CHARITIES|501CE-NONPROFIT
RETEARN,retearn,Retained Earnings - EOY,"Retained earnings at end of year Old 990 (DocCD=90): Part IV, Line 72, Col (B) New 990 (DocCD=93): Part X Line 32 (B) 990EZ (DocCD=09 and 92): Not Available",Balance Sheet,Numeric,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT
RETE_BOY,rete_boy,Retained Earnings - BOY,"Retained earnings at beginning of year Old 990 (DocCD=90): Part IV, Line 72, Col (A) New 990 (DocCD=93) and 990EZ (DocCD=09 and 92): Not available",Balance Sheet,Numeric,15,1997-2011,1997,2011,501C3-CHARITIES|501CE-NONPROFIT
