source_column,harmonized_name,soi_current_candidate,candidate_match_type,candidate_match_score,candidate_match_via,label,description,section,dtype,n_tax_years,years_present,first_year,last_year,scope_observed,combined_years_present
Verifyby,"","",skipped_bmf_origin,,"","","","","",3,"2002, 2007, 2009",2002,2009,501C3-CHARITIES|501CE-NONPROFIT,""
ZIP,"",subsection_cd,description_jaccard,0.333,990:subseccd,Zip code + 4,ZIP code.,Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
ZIP5,"","",below_threshold,0.2,"","Zip code, 5 digits",First 5 digits of zip code,Basic Info,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
cityOld1,"","",skipped_bmf_origin,,"","","","","",16,1989-2004,1989,2004,501C3-CHARITIES|501CE-NONPROFIT,""
epostcard,"","",skipped_bmf_origin,,"","","","","",4,2008-2011,2008,2011,501C3-CHARITIES|501CE-NONPROFIT,""
estTAXPER,"","",skipped_bmf_origin,,"","","","","",8,1989-1996,1989,1996,501CE-NONPROFIT,""
estp1totrev,"","",skipped_bmf_origin,,"","","","","",6,1991-1996,1991,1996,501CE-NONPROFIT,""
fincheckv,"","",skipped_bmf_origin,,"","","","","",5,"2002, 2004, 2007, 2009-2010",2002,2010,501C3-CHARITIES|501CE-NONPROFIT,""
gftgrntsrcvd170,gifts_grants_received_sec170,gifts_grants_received_sec170,opted_in_from_dropped,,"",Gifts grants membership fees received (170),"Total gifts grants membership fees received: 170(b)(1)(A)(iv) and 170(b)(1)(A)(vi) Old 990 and Old 990EZ (DocCD=90 and 09): Not Available New 990 and New 990EZ (DocCD=93 and 92): Schedule A, Part II-A Public Support, Line 1(f)",Schedule A,Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
grsinc170,gross_income_interest_sec170,gross_income_interest_sec170,opted_in_from_dropped,,"","Gross income from interest, etc. (170)","Total gross income from interest, etc.: 170(b)(1)(A)(iv) and 170(b)(1)(A)(vi) Old 990 and Old 990EZ (DocCD=90 and 09): Not Available New 990 and New 990EZ (DocCD=93 and 92): Schedule A, Part II-B Total Support, Line 8(f)",Schedule A,Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
grsincfndrsng,gross_income_fundraising_events,gross_income_fundraising_events,opted_in_from_dropped,,"",Gross income fundraising events,"Gross income from fundraising events Old 990 and 990EZ (DocCD=90, 09 and 92): Not Available New 990 (DocCD=93): Part VIII Line 8a","Revenues, Expenses, and Change in Net Assets",Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
grsincgaming,gross_income_gaming_activities,gross_income_gaming_activities,opted_in_from_dropped,,"",Gross income gaming,"Gross income from gaming activities Old 990 and 990EZ (DocCD=90, 09 and 92): Not Available New 990 (DocCD=93): Part VIII Line 9a","Revenues, Expenses, and Change in Net Assets",Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
grsrcptsadmissn509,gross_receipts_admissions_sec509,gross_receipts_admissions_sec509,opted_in_from_dropped,,"","Receipts from admissions, merchandise, etc. (509)","Total receipts from admissions, merchandise, etc.: 509(a)(2) Old 990 and Old 990EZ (DocCD=90 and 09): Not Available New 990 and New 990EZ (DocCD=93 and 92): Schedule A, Part III-A Public Support, Line 2(f)",Schedule A,Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
grsrcptsrelated170,gross_receipts_related_activities_sec170,gross_receipts_related_activities_sec170,opted_in_from_dropped,,"",Gross receipts from related activities (170),"Total gross receipts from related activities, etc.: 170(b)(1)(A)(iv) and 170(b)(1)(A)(vi) Old 990 and Old 990EZ (DocCD=90 and 09): Not Available New 990 and New 990EZ (DocCD=93 and 92): Schedule A, Part II-B Total Support, Line 12",Schedule A,Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
grsrntsprsnl,gross_rents_personal,gross_rents_personal,opted_in_from_dropped,,"","Gross Rents, Personal","Gross rents, Personal Old 990 and 990EZ (DocCD=90, 09 and 92): Not Available New 990 (DocCD=93): Part VIII Line 6a (ii)","Revenues, Expenses, and Change in Net Assets",Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
grsrntsreal,gross_rents_real,gross_rents_real,opted_in_from_dropped,,"","Gross Rents, Real Estate","Gross rents, Real Estate Old 990 and 990EZ (DocCD=90, 09 and 92): Not Available New 990 (DocCD=93): Part VIII Line 6a (i)","Revenues, Expenses, and Change in Net Assets",Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
lessdirfndrsng,fundraising_events_direct_expenses,fundraising_events_direct_expenses,opted_in_from_dropped,,"",Fundraising event expenses,"Fundraising events direct expenses Old 990 and 990EZ (DocCD=90, 09 and 92): Not Available New 990 (DocCD=93): Part VIII Line 8b","Revenues, Expenses, and Change in Net Assets",Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
lessdirgaming,gaming_activities_direct_expenses,gaming_activities_direct_expenses,opted_in_from_dropped,,"",Gaming activity expenses,"Gaming activities direct expenses Old 990 and 990EZ (DocCD=90, 09 and 92): Not Available New 990 (DocCD=93): Part VIII Line 9b","Revenues, Expenses, and Change in Net Assets",Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
nInvLndCode,"","",below_threshold,0.1,"","","Net Invest- Land, Bldg & Equip Code (Identifies which file the estimate was taken from SOI, Core, etc.)",Supplemental fields (Authorized Users Only),Character,11,1998-2008,1998,2008,501C3-CHARITIES,""
nInvLndEstimate,land_bldg_equip_eoy,"",below_threshold,0.222222222,"","","Net Invest- Land, Bldg & Equip Estimate",Supplemental fields (Authorized Users Only),Numeric,11,1998-2008,1998,2008,501C3-CHARITIES,"1998-2008, 2013-2024"
nInvLndYr,"","",below_threshold,0.117647059,"","","Net Invest- Land, Bldg & Equip Year (Identifies the Fiscal Year from which the estimate was taken)",Supplemental fields (Authorized Users Only),Numeric,11,1998-2008,1998,2008,501C3-CHARITIES,""
netincfndrsng,net_income_fundraising_events,net_income_fundraising_events,opted_in_from_dropped,,"",Fundraising events net income,"Net income (loss) from fundraising events Old 990 and 990EZ (DocCD=90, 09 and 92): Not Available New 990 (DocCD=93): Part VIII Line 8c","Revenues, Expenses, and Change in Net Assets",Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
netincgaming,net_income_gaming_activities,net_income_gaming_activities,opted_in_from_dropped,,"",Gaming activity net income,"Net income (loss) from gaming activities Old 990 and 990EZ (DocCD=90, 09 and 92): Not Available New 990 (DocCD=93): Part VIII Line 9c","Revenues, Expenses, and Change in Net Assets",Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
nteeConf,"","",below_threshold,0,"",NTEE confidence rating,NTEE classification confidence rating (A/B/C),Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
nteeFinal,"","",skipped_bmf_origin,,"","","","","",23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
nteeFinal1,"","",skipped_bmf_origin,,"","","","","",23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
ntmaj10,"","",below_threshold,0,"",NTEE major group (10),10 NTEE major groups,Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
ntmaj12,"","",below_threshold,0.083333333,"",NTEE major group (12),12 NTEE major groups: ntmaj10 plus higher education (BH) and hospitals (EH),Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
ntmaj5,"","",below_threshold,0,"",Major subsector,Major subsector (5),Classification,Character,23,1989-2011,1989,2011,501C3-CHARITIES|501CE-NONPROFIT,""
p4b_net,total_net_assets_eoy,total_net_assets_eoy,description_jaccard,0.333,990ez:totnetassetsend,Total fund bal - beg of year,Total fund balances or net worth- beginning of year,Part IV:  Balance Sheets,Numeric,3,1997-1999,1997,1999,501CE-NONPROFIT,"1997-1999, 2012-2024"
rntlexpnsprsnl,rental_expense_personal,rental_expense_personal,opted_in_from_dropped,,"","Rental expense, Personal","Rental expenses, Personal Old 990 and 990EZ (DocCD=90, 09 and 92): Not Available New 990 (DocCD=93): Part VIII Line 6b (ii)","Revenues, Expenses, and Change in Net Assets",Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
rntlexpnsreal,rental_expense_real,rental_expense_real,opted_in_from_dropped,,"","Rental expense, Real Estate","Rental expenses, Real Estate Old 990 and 990EZ (DocCD=90, 09 and 92): Not Available New 990 (DocCD=93): Part VIII Line 6b (i)","Revenues, Expenses, and Change in Net Assets",Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
rntlincprsnl,net_rent_personal,net_rent_personal,opted_in_from_dropped,,"","Net Rental Income, Personal","Net Rental Income (loss), Personal Old 990 and 990EZ (DocCD=90, 09 and 92): Not Available New 990 (DocCD=93): Part VIII Line 6c (ii)","Revenues, Expenses, and Change in Net Assets",Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
rntlincreal,net_rent_real,net_rent_real,opted_in_from_dropped,,"","Net Rental Income, Real Estate","Net Rental Income (loss), Real Estate Old 990 and 990EZ (DocCD=90, 09 and 92): Not Available New 990 (DocCD=93): Part VIII Line 6c (i)","Revenues, Expenses, and Change in Net Assets",Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
royaltsinc,royalties_income,royalties_income,opted_in_from_dropped,,"",Royalties,"Royalty income Old 990 and 990EZ (DocCD=90, 09 and 92): Not Available New 990 (DocCD=93): Part VIII Line 5A","Revenues, Expenses, and Change in Net Assets",Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
srvcsval170,gov_services_value_sec170,gov_services_value_sec170,opted_in_from_dropped,,"",Services or facilities furnished by gov (170),"Total value of services or facilities furnished by a governmental unit without charge: 170(b)(1)(A)(iv) and 170(b)(1)(A)(vi) Old 990 and Old 990EZ (DocCD=90 and 09): Not Available New 990 and New 990EZ (DocCD=93 and 92): Schedule A, Part II-A Public Support, Line 3(f)",Schedule A,Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
srvcsval509,gov_services_value_sec509,gov_services_value_sec509,opted_in_from_dropped,,"",Services or facilities furnished by gov (509),"Total value of services or facilities furnished by a governmental unit without charge: 509(a)(2) Old 990 and Old 990EZ (DocCD=90 and 09): Not Available New 990 and New 990EZ (DocCD=93 and 92): Schedule A, Part III-A Public Support, Line 5(f)",Schedule A,Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
stateOld1,"","",skipped_bmf_origin,,"","","","","",16,1989-2004,1989,2004,501C3-CHARITIES|501CE-NONPROFIT,""
subtotsuppinc509,total_support_subtotal_sec509,total_support_subtotal_sec509,opted_in_from_dropped,,"",Subtotal total support (509),"Subtotal total support (lines 10a + 10b): 509(a)(2) Old 990 and Old 990EZ (DocCD=90 and 09): Not Available New 990 and New 990EZ (DocCD=93 and 92): Schedule A, Part III-B Total Support, Line 10c(f)",Schedule A,Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
totgftgrntrcvd509,total_gifts_grants_received_sec509,total_gifts_grants_received_sec509,opted_in_from_dropped,,"",Gifts grants membership fees received (509),"Total gifts, grants, contributions, and membership fees received: 509(a)(2) Old 990 and Old 990EZ (DocCD=90 and 09): Not Available New 990 and New 990EZ (DocCD=93 and 92): Schedule A, Part III-A Public Support, Line 1(f)",Schedule A,Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
totsupp509,total_support_sec509,total_support_sec509,opted_in_from_dropped,,"",Total support (509),"Total support (lines 9 + 10c + 11 + 12): 509(a)(2) Old 990 and Old 990EZ (DocCD=90 and 09): Not Available New 990 and New 990EZ (DocCD=93 and 92): Schedule A, Part III-B Total Support, Line 13(f)",Schedule A,Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
txexmptbndsproceeds,tax_exempt_bonds_proceeds,tax_exempt_bonds_proceeds,opted_in_from_dropped,,"",Tax-exempt bond investment income,"Income from investment of tax-exempt bond proceeds Old 990 and 990EZ (DocCD=90, 09 and 92): Not Available New 990 (DocCD=93): Part VIII Line 4A","Revenues, Expenses, and Change in Net Assets",Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
txrevnuelevied170,tax_revenues_levied_sec170,tax_revenues_levied_sec170,opted_in_from_dropped,,"",Tax revenues levied (170),"Total tax revenues levied: 170(b)(1)(A)(iv) and 170(b)(1)(A)(vi) Old 990 and Old 990EZ (DocCD=90 and 09): Not Available New 990 and New 990EZ (DocCD=93 and 92): Schedule A, Part II-A Public Support, Line 2(f)",Schedule A,Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
txrevnuelevied509,tax_revenues_levied_sec509,tax_revenues_levied_sec509,opted_in_from_dropped,,"",Tax revenues levied (509),"Total Tax revenues levied: 509(a)(2) Old 990 and Old 990EZ (DocCD=90 and 09): Not Available New 990 and New 990EZ (DocCD=93 and 92): Schedule A, Part III-A Public Support, Line 4(f)",Schedule A,Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
unsecurednotesend,unsecured_notes_eoy,unsecured_notes_eoy,opted_in_from_dropped,,"",Unsecured Mortgages and Notes Payable - EOY,"Unsecured mortgages and notes payable at end of year Old 990 and 990EZ (DocCD=90, 09 and 92): Not Available New 990 (DocCD=93): Part X Line 24 (B)",Balance Sheet,Numeric,1,2011,2011,2011,501C3-CHARITIES|501CE-NONPROFIT,2011-2024
v_errorCd,"","",skipped_bmf_origin,,"","","","","",11,1989-1999,1989,1999,501C3-CHARITIES|501CE-NONPROFIT,""
verfail,"","",skipped_bmf_origin,,"","","","","",3,"2002, 2004, 2006",2002,2006,501C3-CHARITIES|501CE-NONPROFIT,""
zip5Old1,"","",skipped_bmf_origin,,"","","","","",16,1989-2004,1989,2004,501C3-CHARITIES|501CE-NONPROFIT,""
zipnew,"","",skipped_bmf_origin,,"","","","","",11,1989-1999,1989,1999,501C3-CHARITIES|501CE-NONPROFIT,""
