cid,name,type,notnull,dflt_value,pk,coverage,na_percent,cardinality_percent
235,F9_05_COMPLY_BACKUP_WITHHOLD_X,VARCHAR,FALSE,,FALSE,2012-2023,0,0.000453169467253974
236,TAX_YEAR,VARCHAR,FALSE,,FALSE,2012-2023,0,0.00135950840176192
237,F9_10_ASSET_LAND_BLDG_NET_EOY,DOUBLE,FALSE,,FALSE,2012-2023,0,35.1079449670999
238,F9_10_NAFB_EARNING_RETAINED_BOY,DOUBLE,FALSE,,FALSE,2012-2023,0,5.2055576703464
239,F9_10_LIAB_MTG_NOTE_BOY,DOUBLE,FALSE,,FALSE,2012-2023,0,2.35308245871626
240,F9_10_ASSET_TOT_BOY,DOUBLE,FALSE,,FALSE,2012-2023,0,13.2254110247068
241,F9_07_COMP_DTK_COMP_RLTD,DOUBLE,FALSE,,FALSE,2012-2019,38.968461574191,5.68742725502462
242,F9_07_COMP_DTK_COMP_OTH,DOUBLE,FALSE,,FALSE,2012-2019,38.968461574191,14.9247164918312
243,F9_10_LIAB_TOT_BOY,DOUBLE,FALSE,,FALSE,2012-2023,0,7.96354704805409
244,F9_10_NAFB_TOT_BOY,DOUBLE,FALSE,,FALSE,2012-2023,0,12.6390097340802
245,F9_07_COMP_DTK_COMP_ORG,DOUBLE,FALSE,,FALSE,2012-2019,38.968461574191,28.2559583587805
246,SA_01_PCSTAT_ORG_AMT_SUPPORT_TOT,DOUBLE,FALSE,,FALSE,2012-2023,21.7728313437959,0.0183929220560101
247,F9_10_LIAB_TAX_EXEMPT_BOND_BOY,INTEGER,FALSE,,FALSE,2012-2013,86.5899098335676,0.202802048300688
248,F9_00_EXEMPT_STAT_501C3_X,INTEGER,FALSE,,FALSE,2012-2019,39.6229300748498,0.00262703595286347
249,SR_02_RLTD_ORG_PCSTAT,VARCHAR,FALSE,,FALSE,2012-2019,34.6751618045069,0.000693729036375682
250,F9_08_REV_MISC_BIZCODE_C,DOUBLE,FALSE,,FALSE,2012-2023,50.5178990394256,0.100515168860904
251,F9_08_REV_MISC_OTH_RLTD,DOUBLE,FALSE,,FALSE,2012-2023,21.7729446324407,7.17194655327728
252,F9_08_REV_MISC_OTH_UBIZ,DOUBLE,FALSE,,FALSE,2012-2023,21.7728313437959,3.91189935161329
253,F9_08_REV_MISC_OTH_EXCL,DOUBLE,FALSE,,FALSE,2012-2023,21.7729446324407,3.3214479160934
254,SA_01_PCSTAT_SUPPORT_ORG_X,INTEGER,FALSE,,FALSE,2012-2015; 2017-2023,85.5461815495847,0.0125436086394105
255,F9_09_EXP_OTH_TOT_E,DOUBLE,FALSE,,FALSE,2012-2023,21.7728313437959,6.61768646005767
256,F9_09_EXP_OTH_TOT_F,DOUBLE,FALSE,,FALSE,2012-2023,21.7728313437959,17.6419984271879
257,F9_08_REV_PROG_DESC_A,DOUBLE,FALSE,,FALSE,2012-2023,36.7731542164334,0.230614164762801
258,F9_08_REV_PROG_DESC_B,DOUBLE,FALSE,,FALSE,2012-2023,43.1036103958192,0.206293956941115
259,F9_08_REV_PROG_DESC_C,DOUBLE,FALSE,,FALSE,2012-2023,46.7971600802537,0.153963112738052
260,F9_08_REV_PROG_DESC_D,DOUBLE,FALSE,,FALSE,2012-2023,49.3734571502695,0.132482343147172
261,F9_08_REV_PROG_DESC_E,DOUBLE,FALSE,,FALSE,2012-2023,51.1337361122283,0.102013846061106
262,EFILE_X,VARCHAR,FALSE,,FALSE,2012-2023,82.8010843989075,0.00131764457855138
